;Chuck;X;Y;Z;Tag
653;0;0;203;2;air
654;0;0;204;2;air
655;0;0;205;2;air
656;0;0;206;2;air
657;0;0;207;2;air
658;0;0;208;2;air
659;0;0;209;2;air
660;0;0;210;2;air
661;0;0;211;2;air
662;0;0;212;2;air
663;0;0;213;2;air
664;0;0;214;2;air
665;0;0;215;2;air
666;0;0;216;2;air
667;0;0;217;2;air
668;0;0;218;2;air
669;0;0;219;2;air
670;0;0;220;2;air
671;0;0;221;2;air
672;0;0;222;2;air
673;0;0;223;2;air
674;0;0;224;2;air
675;0;0;0;3;bedrock
676;0;0;1;3;bedrock
677;0;0;2;3;deepslate
678;0;0;3;3;bedrock
679;0;0;4;3;deepslate
680;0;0;5;3;deepslate
681;0;0;6;3;stone
682;0;0;7;3;stone
683;0;0;8;3;stone
684;0;0;9;3;stone
685;0;0;10;3;diorite
686;0;0;11;3;diorite
687;0;0;12;3;diorite
688;0;0;13;3;diorite
689;0;0;14;3;stone
690;0;0;15;3;stone
691;0;0;16;3;stone
692;0;0;17;3;diorite
693;0;0;18;3;diorite
694;0;0;19;3;diorite
695;0;0;20;3;diorite
696;0;0;21;3;stone
697;0;0;22;3;stone
698;0;0;23;3;stone
699;0;0;24;3;stone
700;0;0;25;3;stone
701;0;0;26;3;stone
702;0;0;27;3;stone
703;0;0;28;3;stone
704;0;0;29;3;stone
705;0;0;30;3;stone
706;0;0;31;3;stone
707;0;0;32;3;stone
708;0;0;33;3;stone
709;0;0;34;3;stone
710;0;0;35;3;diorite
711;0;0;36;3;diorite
712;0;0;37;3;diorite
713;0;0;38;3;stone
714;0;0;39;3;stone
715;0;0;40;3;stone
716;0;0;41;3;stone
717;0;0;42;3;stone
718;0;0;43;3;stone
719;0;0;44;3;stone
720;0;0;45;3;stone
721;0;0;46;3;stone
722;0;0;47;3;stone
723;0;0;48;3;stone
724;0;0;49;3;stone
725;0;0;50;3;coal_ore
726;0;0;51;3;coal_ore
727;0;0;52;3;coal_ore
728;0;0;53;3;stone
729;0;0;54;3;stone
730;0;0;55;3;stone
731;0;0;56;3;stone
732;0;0;57;3;stone
733;0;0;58;3;dirt
734;0;0;59;3;dirt
735;0;0;60;3;water
736;0;0;61;3;water
737;0;0;62;3;water
738;0;0;63;3;air
739;0;0;64;3;air
740;0;0;65;3;air
741;0;0;66;3;air
742;0;0;67;3;air
743;0;0;68;3;air
744;0;0;69;3;air
745;0;0;70;3;air
746;0;0;71;3;air
747;0;0;72;3;air
748;0;0;73;3;air
749;0;0;74;3;air
750;0;0;75;3;air
751;0;0;76;3;air
752;0;0;77;3;air
753;0;0;78;3;air
754;0;0;79;3;air
755;0;0;80;3;air
756;0;0;81;3;air
757;0;0;82;3;air
758;0;0;83;3;air
759;0;0;84;3;air
760;0;0;85;3;air
761;0;0;86;3;air
762;0;0;87;3;air
763;0;0;88;3;air
764;0;0;89;3;air
765;0;0;90;3;air
766;0;0;91;3;air
767;0;0;92;3;air
768;0;0;93;3;air
769;0;0;94;3;air
770;0;0;95;3;air
771;0;0;96;3;air
772;0;0;97;3;air
773;0;0;98;3;air
774;0;0;99;3;air
775;0;0;100;3;air
776;0;0;101;3;air
777;0;0;102;3;air
778;0;0;103;3;air
779;0;0;104;3;air
780;0;0;105;3;air
781;0;0;106;3;air
782;0;0;107;3;air
783;0;0;108;3;air
784;0;0;109;3;air
785;0;0;110;3;air
786;0;0;111;3;air
787;0;0;112;3;air
788;0;0;113;3;air
789;0;0;114;3;air
790;0;0;115;3;air
791;0;0;116;3;air
792;0;0;117;3;air
793;0;0;118;3;air
794;0;0;119;3;air
795;0;0;120;3;air
796;0;0;121;3;air
797;0;0;122;3;air
798;0;0;123;3;air
799;0;0;124;3;air
800;0;0;125;3;air
801;0;0;126;3;air
802;0;0;127;3;air
803;0;0;128;3;air
804;0;0;129;3;air
805;0;0;130;3;air
806;0;0;131;3;air
807;0;0;132;3;air
808;0;0;133;3;air
809;0;0;134;3;air
810;0;0;135;3;air
811;0;0;136;3;air
812;0;0;137;3;air
813;0;0;138;3;air
814;0;0;139;3;air
815;0;0;140;3;air
816;0;0;141;3;air
817;0;0;142;3;air
818;0;0;143;3;air
819;0;0;144;3;air
820;0;0;145;3;air
821;0;0;146;3;air
822;0;0;147;3;air
823;0;0;148;3;air
824;0;0;149;3;air
825;0;0;150;3;air
826;0;0;151;3;air
827;0;0;152;3;air
828;0;0;153;3;air
829;0;0;154;3;air
830;0;0;155;3;air
831;0;0;156;3;air
832;0;0;157;3;air
833;0;0;158;3;air
834;0;0;159;3;air
835;0;0;160;3;air
836;0;0;161;3;air
837;0;0;162;3;air
838;0;0;163;3;air
839;0;0;164;3;air
840;0;0;165;3;air
841;0;0;166;3;air
842;0;0;167;3;air
843;0;0;168;3;air
844;0;0;169;3;air
845;0;0;170;3;air
846;0;0;171;3;air
847;0;0;172;3;air
848;0;0;173;3;air
849;0;0;174;3;air
850;0;0;175;3;air
851;0;0;176;3;air
852;0;0;177;3;air
853;0;0;178;3;air
854;0;0;179;3;air
855;0;0;180;3;air
856;0;0;181;3;air
857;0;0;182;3;air
858;0;0;183;3;air
859;0;0;184;3;air
860;0;0;185;3;air
861;0;0;186;3;air
862;0;0;187;3;air
863;0;0;188;3;air
864;0;0;189;3;air
865;0;0;190;3;air
866;0;0;191;3;air
867;0;0;192;3;air
868;0;0;193;3;air
869;0;0;194;3;air
870;0;0;195;3;air
871;0;0;196;3;air
872;0;0;197;3;air
873;0;0;198;3;air
874;0;0;199;3;air
875;0;0;200;3;air
876;0;0;201;3;air
877;0;0;202;3;air
878;0;0;203;3;air
879;0;0;204;3;air
880;0;0;205;3;air
881;0;0;206;3;air
882;0;0;207;3;air
883;0;0;208;3;air
884;0;0;209;3;air
885;0;0;210;3;air
886;0;0;211;3;air
887;0;0;212;3;air
888;0;0;213;3;air
889;0;0;214;3;air
890;0;0;215;3;air
891;0;0;216;3;air
892;0;0;217;3;air
893;0;0;218;3;air
894;0;0;219;3;air
895;0;0;220;3;air
896;0;0;221;3;air
897;0;0;222;3;air
898;0;0;223;3;air
899;0;0;224;3;air
900;0;0;0;4;bedrock
901;0;0;1;4;bedrock
902;0;0;2;4;bedrock
903;0;0;3;4;deepslate
904;0;0;4;4;deepslate
905;0;0;5;4;deepslate
906;0;0;6;4;stone
907;0;0;7;4;stone
908;0;0;8;4;deepslate
909;0;0;9;4;deepslate
910;0;0;10;4;deepslate
911;0;0;11;4;deepslate
912;0;0;12;4;diorite
913;0;0;13;4;diorite
914;0;0;14;4;stone
915;0;0;15;4;stone
916;0;0;16;4;stone
917;0;0;17;4;diorite
918;0;0;18;4;diorite
919;0;0;19;4;diorite
920;0;0;20;4;diorite
921;0;0;21;4;stone
922;0;0;22;4;stone
923;0;0;23;4;stone
924;0;0;24;4;stone
925;0;0;25;4;stone
926;0;0;26;4;stone
927;0;0;27;4;stone
928;0;0;28;4;stone
929;0;0;29;4;stone
930;0;0;30;4;stone
931;0;0;31;4;stone
932;0;0;32;4;andesite
933;0;0;33;4;andesite
934;0;0;34;4;andesite
935;0;0;35;4;diorite
936;0;0;36;4;diorite
937;0;0;37;4;diorite
938;0;0;38;4;stone
939;0;0;39;4;stone
940;0;0;40;4;stone
941;0;0;41;4;stone
942;0;0;42;4;stone
943;0;0;43;4;stone
944;0;0;44;4;stone
945;0;0;45;4;stone
946;0;0;46;4;stone
947;0;0;47;4;stone
948;0;0;48;4;stone
949;0;0;49;4;stone
950;0;0;50;4;stone
951;0;0;51;4;coal_ore
952;0;0;52;4;coal_ore
953;0;0;53;4;stone
954;0;0;54;4;stone
955;0;0;55;4;dirt
956;0;0;56;4;dirt
957;0;0;57;4;water
958;0;0;58;4;water
959;0;0;59;4;water
960;0;0;60;4;water
961;0;0;61;4;water
962;0;0;62;4;water
963;0;0;63;4;air
964;0;0;64;4;air
965;0;0;65;4;air
966;0;0;66;4;air
967;0;0;67;4;air
968;0;0;68;4;air
969;0;0;69;4;air
970;0;0;70;4;air
971;0;0;71;4;air
972;0;0;72;4;air
973;0;0;73;4;air
974;0;0;74;4;air
975;0;0;75;4;air
976;0;0;76;4;air
977;0;0;77;4;air
978;0;0;78;4;air
979;0;0;79;4;air
980;0;0;80;4;air
981;0;0;81;4;air
982;0;0;82;4;air
983;0;0;83;4;air
984;0;0;84;4;air
985;0;0;85;4;air
986;0;0;86;4;air
987;0;0;87;4;air
988;0;0;88;4;air
989;0;0;89;4;air
990;0;0;90;4;air
991;0;0;91;4;air
992;0;0;92;4;air
993;0;0;93;4;air
994;0;0;94;4;air
995;0;0;95;4;air
996;0;0;96;4;air
997;0;0;97;4;air
998;0;0;98;4;air
999;0;0;99;4;air
1000;0;0;100;4;air
1001;0;0;101;4;air
1002;0;0;102;4;air
1003;0;0;103;4;air
1004;0;0;104;4;air
1005;0;0;105;4;air
1006;0;0;106;4;air
1007;0;0;107;4;air
1008;0;0;108;4;air
1009;0;0;109;4;air
1010;0;0;110;4;air
1011;0;0;111;4;air
1012;0;0;112;4;air
1013;0;0;113;4;air
1014;0;0;114;4;air
1015;0;0;115;4;air
1016;0;0;116;4;air
1017;0;0;117;4;air
1018;0;0;118;4;air
1019;0;0;119;4;air
1020;0;0;120;4;air
1021;0;0;121;4;air
1022;0;0;122;4;air
1023;0;0;123;4;air
1024;0;0;124;4;air
1025;0;0;125;4;air
1026;0;0;126;4;air
1027;0;0;127;4;air
1028;0;0;128;4;air
1029;0;0;129;4;air
1030;0;0;130;4;air
1031;0;0;131;4;air
1032;0;0;132;4;air
1033;0;0;133;4;air
1034;0;0;134;4;air
1035;0;0;135;4;air
1036;0;0;136;4;air
1037;0;0;137;4;air
1038;0;0;138;4;air
1039;0;0;139;4;air
1040;0;0;140;4;air
1041;0;0;141;4;air
1042;0;0;142;4;air
1043;0;0;143;4;air
1044;0;0;144;4;air
1045;0;0;145;4;air
1046;0;0;146;4;air
1047;0;0;147;4;air
1048;0;0;148;4;air
1049;0;0;149;4;air
1050;0;0;150;4;air
1051;0;0;151;4;air
1052;0;0;152;4;air
1053;0;0;153;4;air
1054;0;0;154;4;air
1055;0;0;155;4;air
1056;0;0;156;4;air
1057;0;0;157;4;air
1058;0;0;158;4;air
1059;0;0;159;4;air
1060;0;0;160;4;air
1061;0;0;161;4;air
1062;0;0;162;4;air
1063;0;0;163;4;air
1064;0;0;164;4;air
1065;0;0;165;4;air
1066;0;0;166;4;air
1067;0;0;167;4;air
1068;0;0;168;4;air
1069;0;0;169;4;air
1070;0;0;170;4;air
1071;0;0;171;4;air
1072;0;0;172;4;air
1073;0;0;173;4;air
1074;0;0;174;4;air
1075;0;0;175;4;air
1076;0;0;176;4;air
1077;0;0;177;4;air
1078;0;0;178;4;air
1079;0;0;179;4;air
1080;0;0;180;4;air
1081;0;0;181;4;air
1082;0;0;182;4;air
1083;0;0;183;4;air
1084;0;0;184;4;air
1085;0;0;185;4;air
1086;0;0;186;4;air
1087;0;0;187;4;air
1088;0;0;188;4;air
1089;0;0;189;4;air
1090;0;0;190;4;air
1091;0;0;191;4;air
1092;0;0;192;4;air
1093;0;0;193;4;air
1094;0;0;194;4;air
1095;0;0;195;4;air
1096;0;0;196;4;air
1097;0;0;197;4;air
1098;0;0;198;4;air
1099;0;0;199;4;air
1100;0;0;200;4;air
1101;0;0;201;4;air
1102;0;0;202;4;air
1103;0;0;203;4;air
1104;0;0;204;4;air
1105;0;0;205;4;air
1106;0;0;206;4;air
1107;0;0;207;4;air
1108;0;0;208;4;air
1109;0;0;209;4;air
1110;0;0;210;4;air
1111;0;0;211;4;air
1112;0;0;212;4;air
1113;0;0;213;4;air
1114;0;0;214;4;air
1115;0;0;215;4;air
1116;0;0;216;4;air
