id,inclinacion_peligrosa
1921,1
1924,1
1925,1
1934,1
1940,1
1943,1
1945,1
1960,0
1962,0
1963,1
1964,0
1965,0
1970,0
1971,0
1972,1
1976,1
1979,0
1982,0
1984,0
1992,0
1993,0
1996,1
2001,1
2013,0
2014,0
2015,1
2017,0
2020,1
2027,1
2028,1
2030,1
2032,1
2039,1
2044,0
2049,0
2053,1
2057,1
2059,1
2061,0
2067,1
2068,1
2070,1
2075,1
2091,0
2093,0
2095,0
2096,0
2100,1
2107,1
2109,1
2111,1
2112,1
2113,1
2124,1
2128,1
2129,0
2134,1
2141,0
2150,1
2157,0
2158,0
2166,1
2176,0
2183,0
2186,1
2191,0
2195,1
2197,1
2199,0
2203,0
2206,1
2209,1
2210,1
2215,1
2216,1
2220,1
2222,1
2224,1
2226,0
2227,0
2232,0
2233,0
2236,0
2240,0
2247,0
2250,1
2255,1
2264,0
2265,0
2278,0
2283,1
2286,1
2287,0
2288,1
2291,0
2292,0
2293,0
2294,0
2296,0
2298,0
2301,1
2306,1
2326,0
2336,0
2341,1
2342,1
2343,1
2346,1
2349,0
2356,1
2358,0
2372,1
2373,1
2374,1
2375,1
2386,0
2388,1
2391,1
2393,1
2396,0
2398,0
2399,1
2400,1
2404,1
2407,1
2408,1
2414,0
2423,1
2424,1
2430,0
2431,0
2432,1
2451,1
2452,1
2458,0
2462,0
2464,0
2473,0
2476,0
2477,0
2484,1
2490,1
2494,1
2495,0
2497,1
2503,1
2507,1
2513,1
2519,1
2521,1
2522,1
2527,1
2534,0
2535,0
2540,1
2546,1
2548,1
2549,1
2556,0
2558,0
2562,1
2565,1
2568,1
2573,0
2581,1
2582,0
2583,1
2586,1
2590,0
2594,1
2596,1
2597,1
2599,1
2600,1
2608,1
2609,0
2610,1
2611,1
2614,1
2624,0
2626,1
2627,1
2629,1
2630,1
2632,0
2635,1
2644,1
2649,1
2650,0
2652,0
2658,1
2659,0
2662,1
2664,1
2675,1
2679,1
2687,1
2693,1
2695,1
2700,1
2703,1
2712,0
2715,0
2729,1
2730,0
2732,1
2734,1
2737,1
2739,0
2741,0
2742,0
2748,1
2750,0
2751,1
2754,0
2755,1
2756,0
2757,1
2765,1
2769,0
2781,1
2798,0
2802,1
2804,1
2805,0
2806,1
2810,0
2814,0
2818,1
2821,0
2831,0
2837,1
2838,1
2842,1
2843,0
2847,0
2853,0
2857,1
2859,1
2862,1
2868,0
2875,0
2879,0
2900,1
2901,0
2903,1
2904,1
2911,1
2912,1
2915,0
2916,0
2917,1
2921,1
2925,1
2926,1
2932,1
2933,1
2936,0
2939,0
2940,0
2944,0
2946,1
2947,1
2948,0
2952,1
2953,0
2954,1
2955,1
2960,1
2961,1
2962,1
2964,1
2966,1
2972,0
2978,1
2995,1
2999,1
3005,1
3006,1
3011,0
3014,1
3022,0
3023,0
3042,1
3043,1
3045,1
3047,0
3050,0
3058,1
3059,0
3063,0
3068,0
3071,1
3078,0
3081,1
3084,0
3085,1
3087,0
3089,1
3093,1
3098,0
3101,1
3110,1
3114,0
3121,1
3122,1
3125,1
3128,0
3131,0
3132,1
3151,1
3153,0
3155,0
3156,1
3160,0
3161,1
3163,0
3170,0
3175,1
3176,0
3192,1
3194,0
3201,1
3205,0
3208,0
3209,1
3215,0
3216,1
3222,1
3223,1
3227,1
3235,1
3236,1
3250,1
3254,1
3257,1
3258,0
3267,1
3271,1
3273,1
3274,1
3278,0
3290,1
3297,1
3305,0
3313,0
3315,0
3320,1
3321,1
3322,1
3325,0
3334,1
3337,1
3344,0
3348,1
3351,1
3355,0
3356,0
3358,1
3368,1
3369,0
3372,1
3374,1
3382,1
3387,1
3390,1
3391,1
3394,1
3400,1
3404,1
3407,0
3412,1
3416,1
3417,0
3420,1
3421,1
3424,1
3426,0
3429,1
3430,1
3431,1
3435,1
3438,1
3447,1
3451,1
3453,1
3454,1
3456,1
3458,1
3464,1
3465,1
3472,1
3477,1
3479,1
3484,1
3486,1
3487,1
3489,1
3492,1
3493,0
3508,1
3509,1
3510,1
3512,1
3513,1
3515,1
3522,1
3523,1
3526,1
3529,1
3542,0
3544,0
3551,0
3553,0
3554,0
3555,0
3565,1
3566,1
3567,1
3568,0
3579,1
3580,1
3581,1
3586,1
3599,1
3602,1
3603,1
3605,1
3607,0
3610,0
3615,0
3616,0
3617,1
3623,0
3626,1
3627,1
3629,1
3632,0
3639,1
3642,1
3643,1
3645,0
3648,1
3649,0
3653,1
3658,1
3659,1
3665,1
3673,1
3677,1
3679,1
3681,1
3686,1
3695,1
3698,1
3702,1
3709,1
3710,0
3720,1
3722,1
3724,1
3726,1
3727,1
3728,0
3730,1
3735,1
3749,1
3750,1
3754,1
3757,1
3760,0
3761,0
3766,1
3771,1
3773,1
3781,1
3785,0
3787,0
3788,0
3792,0
3797,1
3798,1
3804,1
3811,0
3818,0
3819,1
3822,1
3827,0
3829,1
3835,0
3836,1
3838,1
3840,1
3843,0
3844,0
3847,1
3852,1
3859,1
3860,1
3863,0
3864,1
3866,1
3870,0
3873,1
3874,1
3881,1
3888,0
3896,0
3902,1
3903,1
3906,1
3908,1
3909,1
3911,0
3914,1
3915,0
3919,1
3920,1
3923,1
3924,1
3927,1
3930,0
3936,1
3938,1
3941,1
3948,1
3949,1
3955,0
3958,0
3959,0
3962,1
3966,1
3967,1
3974,1
3977,1
3978,0
3981,0
3984,1
3985,1
3987,1
3992,0
3993,0
3998,0
4007,1
4008,1
4011,1
4013,0
4014,0
4015,1
4019,0
4027,0
4028,0
4031,1
4040,0
4041,0
4042,0
4043,1
4047,1
4053,0
4054,1
4055,1
4056,1
4063,1
4066,1
4070,0
4073,0
4074,1
4075,1
4082,1
4084,1
4091,0
4094,1
4095,1
4096,0
4098,1
4101,1
4103,1
4104,1
4107,1
4110,0
4114,1
4117,1
4118,1
4121,0
4126,0
4128,1
4137,1
4138,1
4147,0
4152,1
4155,1
4156,0
4157,1
4163,0
4167,0
4171,0
4172,1
4179,0
4183,0
4186,1
4189,1
4190,0
4193,1
4196,0
4200,1
4211,0
4214,1
4218,0
4220,1
4221,1
4223,1
4229,0
4230,1
4232,1
4239,1
4241,1
4244,1
4246,1
4248,1
4251,1
4252,1
4254,1
4257,1
4260,1
4261,0
4264,1
4266,1
4270,1
4277,1
4278,1
4285,1
4288,0
4289,0
4293,1
4296,1
4300,1
4301,1
4304,1
4313,0
4314,0
4318,1
4323,1
4326,0
4327,0
4333,1
4337,1
4345,1
4346,1
4348,1
4350,1
4352,0
4353,1
4355,0
4361,1
4362,1
4367,0
4375,1
4377,1
4384,0
4386,1
4394,1
4395,1
4402,1
4405,1
4408,0
4412,1
4414,1
4419,1
4421,1
4425,0
4427,0
4428,1
4438,1
4439,1
4445,1
4447,1
4448,1
4450,1
4452,1
4455,1
4457,1
4458,1
4465,0
4473,1
4474,1
4478,0
4489,1
4492,1
4493,1
4496,1
4499,1
4502,1
4504,0
4511,1
4518,1
4521,1
4524,0
4525,1
4527,0
4529,0
4531,1
4534,1
4537,1
4544,1
4545,1
4550,1
4556,1
4559,1
4562,1
4563,1
4567,1
4568,1
4571,1
4573,1
4575,0
4576,1
4579,1
4581,0
4586,0
4590,1
4591,0
4593,1
4594,1
4595,1
4602,1
4606,1
4618,1
4619,1
4633,0
4635,1
4636,0
4640,0
4642,0
4644,1
4645,0
4647,0
4649,1
4655,0
4658,1
4659,1
4668,1
4671,1
4674,1
4678,1
4679,1
4686,1
4687,1
4688,1
4689,1
4693,1
4694,1
4695,1
4696,1
4697,1
4698,1
4699,1
4703,1
4705,1
4715,1
4716,1
4717,1
4718,1
4721,0
4723,1
4725,1
4739,0
4740,1
4741,1
4754,1
4761,1
4763,1
4769,1
4772,1
4775,1
4777,1
4779,1
4781,1
4784,1
4785,1
4791,1
4796,0
4797,1
4799,1
4807,1
4808,1
4810,0
4812,1
4814,1
4818,0
4821,1
4827,0
4832,0
4841,1
4842,1
4847,1
4848,1
4849,1
4853,1
4859,0
4860,0
4861,0
4867,1
4869,1
4872,1
4873,1
4880,1
4883,1
4889,1
4891,1
4892,1
4902,1
4907,1
4921,1
4930,1
4933,0
4938,1
4939,1
4940,0
4942,1
4944,1
4946,0
4948,0
4950,0
4965,0
4966,0
4970,1
4972,0
4973,0
4974,0
4977,0
4978,0
4980,0
4981,0
4986,0
4990,1
4999,1
5002,1
5003,1
5006,1
5007,1
5013,0
5017,1
5018,1
5022,1
5023,1
5029,1
5030,1
5039,1
5040,1
5041,1
5045,0
5047,1
5048,1
5056,1
5057,1
5059,1
5065,1
5068,1
5071,1
5072,1
5073,1
5076,0
5084,0
5086,1
5089,1
5090,1
5092,1
5093,1
5102,0
5103,1
5105,1
5113,0
5115,1
5116,1
5117,1
5118,1
5120,1
5123,1
5124,1
5128,1
5130,1
5142,0
5145,1
5147,1
5152,0
5153,0
5154,1
5158,1
5160,0
5161,0
5166,0
5169,0
5171,0
5174,1
5176,1
5180,1
5181,1
5189,1
5190,1
5191,1
5197,1
5209,1
5213,1
5218,1
5219,1
5224,1
5227,1
5228,1
5230,1
5235,1
5236,1
5239,1
5250,1
5263,0
5265,0
5267,0
5270,0
5271,1
5275,1
5277,0
5278,0
5288,0
5296,1
5304,1
5307,1
5309,0
5310,0
5311,1
5312,0
5315,0
5317,1
5320,0
5321,1
5322,0
5328,1
5342,1
5344,0
5346,0
5348,1
5356,0
5357,0
5360,1
5363,0
5364,0
5365,0
5367,1
5374,1
5384,1
5386,0
5387,1
5389,1
5398,1
5399,1
5400,1
5401,1
5405,0
5406,0
5417,0
5419,1
5420,1
5422,1
5424,0
5433,1
5448,1
5453,1
5454,1
5457,0
5460,0
5461,1
5465,1
5467,0
5468,1
5471,0
5472,0
5475,0
5477,0
5480,1
5484,0
5486,0
5488,0
5492,1
5495,1
5501,0
5503,1
5506,1
5512,0
5521,0
5525,0
5526,1
5530,0
5535,0
5537,1
5542,1
5545,1
5549,1
5553,0
5555,1
5557,1
5562,1
5565,1
5570,0
5572,0
5573,1
5579,1
5586,1
5591,1
5592,0
5593,0
5594,1
5595,1
5601,1
5602,1
5605,1
5607,1
5611,1
5612,1
5615,1
5620,1
5623,1
5627,1
5630,1
5633,1
5640,1
5650,1
5655,1
5666,1
5669,1
5675,1
5676,1
5678,0
5680,0
5681,1
5688,1
5689,1
5692,0
5698,0
5699,1
5700,1
5707,1
5709,0
5710,1
5712,1
5716,1
5720,0
5725,1
5727,1
5728,1
5729,1
5736,0
5748,1
5751,1
5755,1
5757,1
5759,1
5760,1
5763,1
5765,0
5768,1
5771,1
5776,0
5778,0
5782,1
5783,1
5784,1
5792,1
5793,1
5795,1
5805,1
5806,0
5808,1
5813,0
5814,0
5824,0
5827,0
5828,0
5831,0
5842,0
5845,1
5854,1
5861,1
5863,0
5865,0
5873,1
5875,1
5877,1
5878,0
5879,1
5881,0
5884,0
5895,0
5900,1
5901,0
5904,1
5905,0
5906,1
5909,1
5910,1
5911,0
5912,1
5918,0
5919,0
5935,0
5937,0
5938,0
5939,0
5940,0
5942,0
5943,0
5944,0
5949,0
5954,0
5957,0
5958,0
5969,0
5970,1
5977,0
5978,0
5981,1
5982,1
5983,0
5984,0
5986,1
5989,1
5990,1
5995,1
5996,0
5998,0
5999,1
6003,0
6005,0
6009,1
6018,0
6025,0
6029,1
6030,0
6031,0
6038,0
6050,1
6051,1
6052,1
6061,0
6069,1
6076,1
6079,1
6081,1
6085,0
6086,0
6089,1
6090,1
6096,1
6098,1
6100,1
6101,0
6102,1
6103,1
6108,0
6109,1
6110,0
6112,0
6115,1
6116,0
6117,1
6119,1
6122,0
6127,1
6133,1
6134,1
6139,1
6142,0
6148,1
6149,1
6151,1
6152,1
6156,0
6158,0
6165,1
6166,1
6174,1
6175,1
6176,1
6181,1
6183,1
6184,1
6187,1
6190,0
6191,1
6195,1
6198,1
6204,1
6205,1
6206,1
6208,1
6210,1
6212,1
6216,1
6222,1
6223,1
6226,1
6234,1
6235,1
6236,1
6241,1
6245,0
6246,0
6247,1
6249,1
6254,0
6264,0
6267,0
6275,0
6276,0
6282,1
6283,0
6293,1
6295,1
6305,0
6307,0
6308,1
6312,0
6330,0
6331,0
6335,0
6336,0
6338,0
6341,0
6344,1
6347,0
6348,0
6349,1
6353,1
6364,0
6375,1
6376,1
6377,1
6393,0
6401,1
6407,0
6411,1
6415,1
6418,0
6419,1
6422,1
6428,0
6430,1
6433,1
6434,1
6437,0
6440,1
6441,1
6443,1
6444,1
6445,1
6447,1
6450,1
6460,1
6464,1
6467,1
6469,0
6474,0
6477,1
6478,1
6483,1
6484,0
6486,0
6487,0
6494,1
6495,1
6497,1
6501,1
6502,0
6506,1
6508,1
6510,0
6519,0
6523,0
6524,0
6529,1
6530,0
6533,0
6538,0
6539,0
6545,0
6553,0
6557,0
6558,1
6561,0
6562,0
6565,1
6566,1
6569,1
6570,1
6579,0
6582,1
6583,0
6588,0
6590,0
6591,1
6592,0
6595,1
6597,0
6600,1
6601,1
6602,1
6609,1
6617,0
6623,1
6625,0
6639,0
6640,1
6643,0
6648,1
6655,0
6657,1
6659,0
6665,0
6666,0
6667,1
6672,1
6677,1
6679,1
6682,1
6683,0
6684,0
6691,0
6697,1
6699,1
6700,1
6705,1
6713,1
6714,1
6717,0
6720,0
6722,0
6724,1
6730,1
6732,1
6738,0
6740,1
6743,0
6744,1
6745,1
6750,0
6751,0
6763,1
6764,1
6775,1
6776,0
6778,1
6784,1
6786,0
6789,0
6795,0
6796,0
6799,1
6800,0
6801,1
6802,1
6809,1
6824,1
6826,1
6835,1
6838,1
6852,1
6855,1
6858,0
6865,0
6868,0
6872,0
6878,0
6882,1
6885,1
6887,0
6892,1
6895,1
6896,1
6899,0
6900,0
6902,1
6904,1
6907,0
6911,0
6921,1
6925,1
6929,1
6933,0
6934,0
6936,1
6943,1
6947,0
6948,0
6950,0
6951,0
6955,0
6959,0
6962,1
6971,0
6976,0
6984,1
6988,1
6996,1
7006,0
7010,1
7011,1
7013,1
7021,0
7022,0
7035,0
7036,1
7038,1
7039,1
7040,1
7042,0
7044,0
7046,1
7047,0
7050,0
7052,0
7059,0
7060,0
7065,0
7066,1
7073,1
7075,0
7078,1
7082,0
7087,0
7095,1
7099,1
7104,0
7108,0
7111,1
7115,0
7116,1
7117,1
7118,1
7120,0
7123,0
7129,1
7130,1
7131,1
7134,1
7136,1
7140,0
7141,0
7142,0
7145,0
7152,0
7154,1
7155,0
7158,1
7160,0
7162,0
7163,0
7164,0
7166,0
7167,1
7169,1
7175,1
7176,1
7177,0
7178,1
7182,0
7184,0
7185,1
7198,1
7203,0
7204,0
7206,0
7211,1
7221,1
7223,0
7228,1
7229,1
7231,1
7237,1
7245,1
7249,0
7251,1
7252,1
7259,1
7262,1
7266,1
7271,0
7274,1
7275,1
7277,0
7278,1
7283,0
7286,1
7297,0
7298,0
7300,1
7301,1
7303,1
7308,0
7309,0
7311,1
7315,1
7317,0
7320,0
7324,1
7328,0
7332,1
7336,0
7338,1
7340,0
7345,0
7351,0
7352,1
7368,1
7370,0
7373,0
7374,0
7377,1
7380,1
7387,0
7394,0
7396,1
7401,0
7403,0
7407,1
7408,0
7410,0
7412,1
7413,0
7418,0
7424,1
7426,0
7429,1
7431,1
7433,0
7434,0
7437,0
7438,0
7443,0
7445,1
7446,1
7448,1
7449,1
7461,0
7463,1
7466,1
7481,0
7482,1
7488,1
7489,1
7495,1
7499,0
7500,1
7508,1
7512,0
7513,0
7516,1
7518,0
7520,0
7521,1
7523,0
7528,1
7530,1
7531,1
7533,1
7539,0
7542,1
7545,0
7546,1
7550,1
7551,0
7559,1
7560,0
7563,0
7564,1
7570,0
7571,1
7574,1
7578,1
7581,1
7583,1
7587,1
7590,1
7591,1
7596,1
7597,1
7598,1
7602,0
7605,0
7617,1
7618,1
7622,1
7624,1
7625,0
7627,1
7628,0
7631,1
7636,0
7637,1
7640,1
7641,0
7650,1
7651,0
7652,1
7657,0
7668,0
7669,1
7673,1
7677,1
7678,1
7679,0
7680,1
7681,1
7682,0
7693,0
7695,0
7697,1
7704,1
7712,1
7713,0
7714,1
7715,1
7716,1
7724,0
7730,1
7733,1
7738,0
7743,0
7744,0
7745,0
7752,0
7753,0
7755,1
7757,0
7761,1
7764,1
7766,1
7772,0
7782,1
7786,1
7794,0
7800,1
7804,0
7809,0
7811,0
7812,1
7817,0
7819,0
7828,0
7829,1
7830,1
7831,1
7833,1
7835,0
7844,0
7846,0
7847,1
7850,1
7855,1
7857,1
7858,0
7859,1
7869,0
7877,1
7879,1
7880,0
7883,0
7886,0
7887,0
7888,0
7889,1
7892,0
7895,1
7896,1
7905,1
7906,0
7907,0
7909,1
7912,1
7913,0
7918,1
7934,1
7935,1
7937,1
7939,0
7944,0
7947,0
7952,1
7954,0
7955,1
7956,1
7957,0
7959,1
7962,0
7963,1
7966,1
7967,1
7971,1
7973,0
7975,0
7996,1
7999,1
8001,0
8007,1
8009,1
8014,1
8019,1
8022,0
8024,1
8025,1
8026,1
8029,0
8033,1
8034,1
8040,1
8042,1
8047,0
8051,1
8054,1
8057,1
8059,0
8070,0
8074,1
8075,1
8083,0
8085,1
8088,0
8090,0
8102,1
8106,0
8107,0
8112,0
8113,1
8114,1
8118,0
8125,0
8126,0
8129,1
8130,1
8131,1
8134,0
8139,1
8145,0
8151,0
8155,0
8157,1
8159,0
8162,1
8168,1
8173,1
8174,0
8178,1
8180,0
8183,1
8184,1
8189,1
8193,0
8202,1
8203,0
8208,0
8212,0
8214,1
8217,0
8229,1
8230,1
8234,0
8235,1
8238,1
8243,0
8244,0
8245,0
8246,0
8247,0
8248,0
8250,1
8255,0
8256,0
8259,1
8260,0
8261,0
8268,0
8269,0
8270,1
8277,0
8281,1
8283,0
8286,0
8288,1
8296,1
8298,0
8302,1
8305,1
8307,0
8311,1
8317,0
8320,0
8321,1
8322,1
8323,0
8340,1
8344,1
8345,1
8350,1
8351,1
8356,0
8360,0
8367,0
8373,1
8380,1
8383,0
8388,0
8391,0
8394,1
8395,0
8397,1
8400,0
8401,0
8403,0
8405,1
8410,1
8411,0
8416,1
8420,0
8422,1
8425,1
8433,1
8438,1
8440,0
8448,1
8452,0
8453,0
8461,0
8468,0
8469,1
8470,1
8472,0
8475,0
8476,0
8477,0
8479,0
8485,0
8486,0
8489,0
8497,0
8500,1
8507,0
8508,1
8511,0
8524,0
8530,1
8547,1
8548,0
8556,1
8557,0
8563,1
8565,1
8567,0
8569,0
8570,1
8572,1
8573,1
8581,0
8584,1
8587,1
8594,0
8597,1
8600,0
8601,0
8603,0
8611,0
8612,0
8615,1
8616,0
8617,1
8622,1
8634,0
8638,1
8641,1
8644,1
8647,1
8662,0
8675,0
8678,1
8686,0
8690,1
8702,0
8705,0
8707,1
8709,1
8723,0
8729,1
8730,1
8732,1
8738,0
8739,0
8746,0
8749,1
8752,1
8757,0
8764,1
8767,1
8768,1
8769,1
8770,1
8773,1
8774,1
8776,1
8777,1
8779,1
8783,1
8785,1
8786,1
8795,1
8801,1
8805,1
8807,1
8813,1
8815,1
8816,1
8818,1
8823,1
8824,1
8827,1
8834,1
8835,1
8836,1
8837,1
8839,1
8841,1
8845,1
8848,1
8850,1
8856,1
8860,1
8864,1
8871,1
8880,1
8881,1
8888,1
8894,1
8895,1
8897,1
8901,1
8902,1
8904,1
8906,1
8907,1
8908,1
8910,1
8911,1
8913,1
8916,1
8921,1
8923,1
8931,1
8954,1
8959,1
8967,1
8969,1
8970,1
8971,1
8976,1
8978,1
8982,1
8984,1
8985,1
8995,1
9002,1
9003,1
9005,1
9006,1
9013,1
9014,1
9019,0
9025,1
9026,1
9031,1
9033,1
9040,1
9043,1
9049,1
9061,1
9069,1
9081,1
9083,1
9084,1
9086,1
9088,1
9091,1
9095,1
9099,1
9103,1
9105,1
9108,1
9121,1
9123,1
9124,1
9126,1
9130,1
9131,1
9134,1
9135,1
9139,1
9141,1
9143,1
9147,1
9149,1
9158,1
9161,1
9162,1
9163,1
9165,1
9169,1
9173,1
9175,1
9176,1
9181,1
9186,1
9190,1
9191,1
9199,1
9201,1
9203,1
9205,1
9209,1
9218,1
9227,1
9231,1
9233,1
9234,1
9251,1
9257,1
9262,1
9263,1
9267,1
9268,1
9275,1
9278,1
9283,1
9284,1
9287,1
9289,1
9294,1
9295,1
9299,1
9301,1
9307,1
9312,1
9314,1
9317,1
9319,1
9326,1
9331,1
9344,1
9345,1
9346,1
9348,1
9353,1
9368,1
9372,1
9381,0
9385,1
9389,1
9393,0
9394,1
9397,1
9400,1
9403,1
9405,1
9408,1
9411,1
9414,1
9419,1
9420,1
9426,1
9429,1
9431,1
9438,1
9442,1
9443,1
9446,1
9459,1
9463,1
9468,1
9472,1
9479,1
9481,1
9485,1
9492,1
9496,1
9497,1
9499,1
9501,1
9506,1
9510,1
9511,1
9518,1
9520,1
9521,1
9523,1
9528,1
9530,1
9531,1
9537,1
9538,1
9548,1
9551,1
9555,1
9564,1
9570,1
9571,1
9573,1
9576,1
9580,1
9583,1
9584,1
9587,1
9594,1
9596,1
9597,1
9604,1
9605,1
9606,1
9612,1
9613,1
9616,1
9621,1
9622,1
9623,1
9631,1
9640,1
9644,1
9646,1
9651,1
9653,1
9663,1
9664,1
9667,1
9674,1
9679,1
9683,1
9685,1
9692,1
9693,1
9694,1
9696,1
9697,1
9698,1
9704,1
9706,1
9712,1
9717,1
9721,1
9722,1
9725,1
9726,1
9730,1
9739,1
9742,1
9745,1
9747,1
9749,1
9751,1
9758,1
9760,1
9763,1
9767,1
9771,1
9776,1
9777,1
9779,1
9784,1
9788,1
9791,1
9793,1
9800,1
9801,1
9804,1
9808,1
9809,1
9814,1
9817,0
9830,0
9833,1
9836,0
9845,1
9850,1
9852,1
9857,1
9858,1
9859,1
9860,1
9861,1
9867,1
9870,1
9876,1
9879,1
9880,1
9881,1
9884,1
9886,1
9888,1
9894,1
9899,1
9903,1
9904,1
9910,1
9917,1
9920,1
9924,1
9928,1
9932,1
9937,1
9938,1
9941,1
9942,1
9944,1
9945,1
9947,1
9951,1
9955,1
9956,1
9957,1
9960,1
9964,1
9965,1
9968,1
9969,1
9970,1
9971,1
9975,1
9976,1
9978,1
9980,1
9982,1
9984,1
9988,1
9991,1
9992,1
9995,1
10001,1
10002,1
10006,1
10009,1
10014,1
10016,1
10017,1
10018,1
10021,1
10023,1
10031,1
10035,1
10037,1
10039,1
10040,1
10046,1
10053,1
10054,1
10055,1
10058,1
10062,1
10063,1
10066,1
10071,1
10074,1
10080,1
10082,1
10085,1
10090,1
10094,1
10096,1
10105,1
10107,1
10109,1
10110,1
10111,1
10112,1
10116,1
10120,1
10129,1
10130,1
10137,1
10138,1
10141,1
10144,1
10148,1
10153,1
10154,1
10155,1
10156,1
10157,1
10159,1
10164,1
10165,1
10166,1
10168,1
10169,1
10174,1
10177,1
10180,1
10184,1
10187,1
10195,1
10196,1
10204,1
10212,1
10213,1
10222,1
10227,1
10230,1
10231,1
10236,1
10238,1
10239,1
10242,1
10245,1
10246,1
10253,1
10257,1
